c	gamma	ACC	Sn	Sp	AUC	AP	MCC	TP	TN	FP	FN
1024.0	0.03125	0.7957446808510639	0.8212765957446808	0.7702127659574468	0.8604074241738342	0.8583626838572546	0.5922620316986618	193.0	181.0	54.0	42.0
2048.0	3.0517578125e-05	0.7851063829787234	0.7829787234042553	0.7872340425531915	0.850258035310095	0.8744314282771772	0.5702179286601179	184.0	185.0	50.0	51.0
2048.0	6.103515625e-05	0.774468085106383	0.774468085106383	0.774468085106383	0.8560796740606609	0.8773371341464373	0.548936170212766	182.0	182.0	53.0	53.0
2048.0	0.0001220703125	0.7787234042553192	0.7872340425531915	0.7702127659574468	0.8666908103214123	0.881047030821793	0.5575275788815924	185.0	181.0	54.0	50.0
2048.0	0.000244140625	0.7808510638297872	0.7914893617021277	0.7702127659574468	0.8822453598913536	0.8891766670050649	0.5618293103007741	186.0	181.0	54.0	49.0
2048.0	0.00048828125	0.8106382978723404	0.8085106382978723	0.8127659574468085	0.8952829334540517	0.9006710073866063	0.6212822207789344	190.0	191.0	44.0	45.0
2048.0	0.0009765625	0.823404255319149	0.8340425531914893	0.8127659574468085	0.9012222725215029	0.9066546879508122	0.6469549633766489	196.0	191.0	44.0	39.0
2048.0	0.001953125	0.8340425531914893	0.8382978723404255	0.8297872340425532	0.8983612494341331	0.903197519444274	0.6681093027216337	197.0	195.0	40.0	38.0
2048.0	0.00390625	0.8148936170212766	0.8212765957446808	0.8085106382978723	0.8892621095518334	0.8933304649089624	0.6298385584245808	193.0	190.0	45.0	42.0
2048.0	0.0078125	0.8063829787234043	0.8170212765957446	0.7957446808510639	0.8833680398370303	0.8894061649103586	0.612904702146299	192.0	187.0	48.0	43.0
2048.0	0.015625	0.8042553191489362	0.8212765957446808	0.7872340425531915	0.867378904481666	0.8674270227656463	0.6088635451623704	193.0	185.0	50.0	42.0
2048.0	0.03125	0.7893617021276595	0.8127659574468085	0.7659574468085106	0.8593028519692169	0.8564429576619693	0.5793584501023474	191.0	180.0	55.0	44.0
4096.0	3.0517578125e-05	0.7723404255319148	0.774468085106383	0.7702127659574468	0.8534993209597103	0.8756771663570969	0.5446857826007097	182.0	181.0	54.0	53.0
4096.0	6.103515625e-05	0.7829787234042553	0.7872340425531915	0.7787234042553192	0.8619284744228157	0.8793760276451315	0.5659779443438043	185.0	183.0	52.0	50.0
4096.0	0.0001220703125	0.774468085106383	0.7702127659574468	0.7787234042553192	0.8758442734268901	0.8864546123381878	0.5489560512808328	181.0	183.0	52.0	54.0
4096.0	0.000244140625	0.7978723404255319	0.8	0.7957446808510639	0.8891806247170666	0.8960155457721993	0.5957500747195261	188.0	187.0	48.0	47.0
4096.0	0.00048828125	0.825531914893617	0.8297872340425532	0.8212765957446808	0.8995382526029878	0.9049019813274635	0.6510874096586621	195.0	193.0	42.0	40.0
4096.0	0.0009765625	0.823404255319149	0.8297872340425532	0.8170212765957446	0.9000633770937075	0.9059188489854996	0.6468612221657857	195.0	192.0	43.0	40.0
4096.0	0.001953125	0.823404255319149	0.825531914893617	0.8212765957446808	0.8922770484382073	0.8971734375743085	0.6468143668383427	194.0	193.0	42.0	41.0
4096.0	0.00390625	0.8042553191489362	0.8042553191489362	0.8042553191489362	0.8833680398370304	0.8901519207997565	0.6085106382978723	189.0	189.0	46.0	46.0
4096.0	0.0078125	0.8042553191489362	0.8127659574468085	0.7957446808510639	0.8769760072430964	0.8777213209338808	0.6085988074814329	191.0	187.0	48.0	44.0
4096.0	0.015625	0.7957446808510639	0.8127659574468085	0.7787234042553192	0.85740153915799	0.8556072647329749	0.5918323970459405	191.0	183.0	52.0	44.0
4096.0	0.03125	0.7914893617021277	0.8170212765957446	0.7659574468085106	0.8594114984155726	0.8565787655295185	0.5837402758468824	192.0	180.0	55.0	43.0
8192.0	3.0517578125e-05	0.776595744680851	0.7787234042553192	0.774468085106383	0.8593933906745133	0.8786563715246338	0.5531964979538457	183.0	182.0	53.0	52.0
8192.0	6.103515625e-05	0.7829787234042553	0.7787234042553192	0.7872340425531915	0.8709642372114079	0.8846344072771524	0.5659779443438043	183.0	185.0	50.0	52.0
8192.0	0.0001220703125	0.7872340425531915	0.7872340425531915	0.7872340425531915	0.8839837030330466	0.8928000572531962	0.574468085106383	185.0	185.0	50.0	50.0
8192.0	0.000244140625	0.8063829787234043	0.7957446808510639	0.8170212765957446	0.8953915799004074	0.9016082498193415	0.612904702146299	187.0	192.0	43.0	48.0
8192.0	0.00048828125	0.825531914893617	0.8297872340425532	0.8212765957446808	0.901222272521503	0.9067081955796532	0.6510874096586621	195.0	193.0	42.0	40.0
8192.0	0.0009765625	0.825531914893617	0.8340425531914893	0.8170212765957446	0.8940153915799004	0.9008277205100044	0.6511581646479667	196.0	192.0	43.0	39.0
8192.0	0.001953125	0.8170212765957446	0.8212765957446808	0.8127659574468085	0.8848528746038931	0.891401151219578	0.6340655165956905	193.0	191.0	44.0	42.0
8192.0	0.00390625	0.8021276595744681	0.8085106382978723	0.7957446808510639	0.8783521955636034	0.8827071140318806	0.6043045628127734	190.0	187.0	48.0	45.0
8192.0	0.0078125	0.7872340425531915	0.8	0.774468085106383	0.8644273426889995	0.8638530602958466	0.5746554184482934	188.0	182.0	53.0	47.0
8192.0	0.015625	0.7893617021276595	0.8085106382978723	0.7702127659574468	0.8568945224083295	0.8537960305914323	0.5791482863307491	190.0	181.0	54.0	45.0
8192.0	0.03125	0.7914893617021277	0.8170212765957446	0.7659574468085106	0.8593933906745134	0.8565787655295185	0.5837402758468824	192.0	180.0	55.0	43.0
16384.0	3.0517578125e-05	0.776595744680851	0.774468085106383	0.7787234042553192	0.8663467632412856	0.8836005608730211	0.5531964979538457	182.0	183.0	52.0	53.0
16384.0	6.103515625e-05	0.7787234042553192	0.7702127659574468	0.7872340425531915	0.8777365323675871	0.8896099332650083	0.5575275788815924	181.0	185.0	50.0	54.0
16384.0	0.0001220703125	0.8021276595744681	0.7957446808510639	0.8085106382978723	0.8907559981892261	0.8982867856657243	0.6043045628127734	187.0	190.0	45.0	48.0
16384.0	0.000244140625	0.823404255319149	0.825531914893617	0.8212765957446808	0.9001991851516523	0.9053159668676024	0.6468143668383427	194.0	193.0	42.0	41.0
16384.0	0.00048828125	0.8297872340425532	0.8382978723404255	0.8212765957446808	0.8978813942960615	0.9044415346875642	0.6596700360812735	197.0	193.0	42.0	38.0
16384.0	0.0009765625	0.8212765957446808	0.8297872340425532	0.8127659574468085	0.8871887732005433	0.8939187835111151	0.6426462932146599	195.0	191.0	44.0	40.0
16384.0	0.001953125	0.8063829787234043	0.8170212765957446	0.7957446808510639	0.8786600271616114	0.8849075138373376	0.612904702146299	192.0	187.0	48.0	43.0
16384.0	0.00390625	0.7893617021276595	0.7957446808510639	0.7829787234042553	0.8693979176097781	0.869538813938668	0.5787705672009662	187.0	184.0	51.0	48.0
16384.0	0.0078125	0.7829787234042553	0.7914893617021277	0.774468085106383	0.8549751018560434	0.8529051101224996	0.5660394503148991	186.0	182.0	53.0	49.0
16384.0	0.015625	0.7893617021276595	0.8085106382978723	0.7702127659574468	0.8570031688546854	0.8538811309973736	0.5791482863307491	190.0	181.0	54.0	45.0
16384.0	0.03125	0.7914893617021277	0.8170212765957446	0.7659574468085106	0.8593933906745134	0.8565787655295185	0.5837402758468824	192.0	180.0	55.0	43.0
32768.0	3.0517578125e-05	0.774468085106383	0.7574468085106383	0.7914893617021277	0.8719058397464916	0.8879543617574176	0.5492545267548656	178.0	186.0	49.0	57.0
32768.0	6.103515625e-05	0.7914893617021277	0.7914893617021277	0.7914893617021277	0.8837483023992757	0.8936060979242573	0.5829787234042553	186.0	186.0	49.0	49.0
32768.0	0.0001220703125	0.825531914893617	0.825531914893617	0.825531914893617	0.8968401991851517	0.9035227501835604	0.6510638297872341	194.0	194.0	41.0	41.0
32768.0	0.000244140625	0.8297872340425532	0.8382978723404255	0.8212765957446808	0.8987143503847896	0.9048881092403274	0.6596700360812735	197.0	193.0	42.0	38.0
32768.0	0.00048828125	0.823404255319149	0.8297872340425532	0.8170212765957446	0.8886192847442281	0.8983998002687669	0.6468612221657857	195.0	192.0	43.0	40.0
32768.0	0.0009765625	0.8127659574468085	0.8170212765957446	0.8085106382978723	0.8819465821638751	0.8884625628628595	0.6255545700642048	192.0	190.0	45.0	43.0
32768.0	0.001953125	0.8	0.8042553191489362	0.7957446808510639	0.8705839746491626	0.8722082591378819	0.6000217304697474	189.0	187.0	48.0	46.0
32768.0	0.00390625	0.7829787234042553	0.7872340425531915	0.7787234042553192	0.8585151652331372	0.8591409737581083	0.5659779443438043	185.0	183.0	52.0	50.0
32768.0	0.0078125	0.7872340425531915	0.8	0.774468085106383	0.8542870076957899	0.8509619512644024	0.5746554184482934	188.0	182.0	53.0	47.0
32768.0	0.015625	0.7893617021276595	0.8085106382978723	0.7702127659574468	0.8570212765957447	0.853911498827529	0.5791482863307491	190.0	181.0	54.0	45.0
32768.0	0.03125	0.7914893617021277	0.8170212765957446	0.7659574468085106	0.8594296061566319	0.8565974096668754	0.5837402758468824	192.0	180.0	55.0	43.0
