c	gamma	ACC	Sn	Sp	AUC	AP	MCC	TP	TN	FP	FN
0.5	0.0001220703125	0.5037764350453172	0.595166163141994	0.4123867069486405	0.4783294237913126	0.47091473512903814	0.007682286344772147	394.0	273.0	389.0	268.0
0.5	0.000244140625	0.5037764350453172	0.595166163141994	0.4123867069486405	0.46745762634514104	0.4670842067653848	0.007682286344772147	394.0	273.0	389.0	268.0
0.5	0.00048828125	0.5037764350453172	0.595166163141994	0.4123867069486405	0.47608866293662894	0.469413446035386	0.007682286344772147	394.0	273.0	389.0	268.0
0.5	0.0009765625	0.5422960725075529	0.7175226586102719	0.36706948640483383	0.48598839915663417	0.496800467262458	0.09032023103391666	475.0	243.0	419.0	187.0
0.5	0.001953125	0.5694864048338368	0.850453172205438	0.28851963746223563	0.6332385611668386	0.6141911978387193	0.16800745728288743	563.0	191.0	471.0	99.0
0.5	0.00390625	0.6178247734138973	0.7598187311178247	0.47583081570996977	0.6632001807212421	0.6548595142495751	0.245768356149824	503.0	315.0	347.0	159.0
0.5	0.0078125	0.622356495468278	0.6812688821752266	0.5634441087613293	0.6770018528490978	0.6720311523452044	0.24642952000571697	451.0	373.0	289.0	211.0
0.5	0.015625	0.6336858006042296	0.6450151057401813	0.622356495468278	0.6813886784530993	0.6760729660831815	0.26744026362577633	427.0	412.0	250.0	235.0
0.5	0.03125	0.6487915407854985	0.6510574018126888	0.6465256797583081	0.6860036874435245	0.678554641139408	0.29758613727625044	431.0	428.0	234.0	231.0
1.0	3.0517578125e-05	0.5037764350453172	0.595166163141994	0.4123867069486405	0.46947134473033286	0.4757691698101406	0.007682286344772147	394.0	273.0	389.0	268.0
1.0	6.103515625e-05	0.5037764350453172	0.595166163141994	0.4123867069486405	0.4694759083980613	0.4755570538964897	0.007682286344772147	394.0	273.0	389.0	268.0
1.0	0.0001220703125	0.5037764350453172	0.595166163141994	0.4123867069486405	0.46429158185850805	0.4630616732097541	0.007682286344772147	394.0	273.0	389.0	268.0
1.0	0.000244140625	0.5037764350453172	0.595166163141994	0.4123867069486405	0.47307207856810357	0.47123874641962105	0.007682286344772147	394.0	273.0	389.0	268.0
1.0	0.00048828125	0.5453172205438066	0.729607250755287	0.3610271903323263	0.5370718138753755	0.533376977433218	0.09749874166498554	483.0	239.0	423.0	179.0
1.0	0.0009765625	0.56797583081571	0.8549848942598187	0.2809667673716012	0.6360840079955459	0.6271672935848873	0.16602905492124387	566.0	186.0	476.0	96.0
1.0	0.001953125	0.620845921450151	0.756797583081571	0.48489425981873113	0.6733041410720968	0.6714067985253944	0.25115418416206986	501.0	321.0	341.0	161.0
1.0	0.00390625	0.622356495468278	0.6827794561933535	0.5619335347432024	0.6773532552641908	0.673484162282206	0.24651966539149917	452.0	372.0	290.0	210.0
1.0	0.0078125	0.6367069486404834	0.6465256797583081	0.6268882175226587	0.681177608820657	0.6749369729518883	0.2734666308232664	428.0	415.0	247.0	234.0
1.0	0.015625	0.6442598187311178	0.6404833836858006	0.648036253776435	0.6854628928176998	0.6790067102751352	0.28852786723783397	424.0	429.0	233.0	238.0
1.0	0.03125	0.6404833836858006	0.6374622356495468	0.6435045317220544	0.686843402305565	0.6752007467850694	0.2809718964679227	422.0	426.0	236.0	240.0
2.0	3.0517578125e-05	0.5037764350453172	0.595166163141994	0.4123867069486405	0.47152271337428464	0.4696038578718623	0.007682286344772147	394.0	273.0	389.0	268.0
2.0	6.103515625e-05	0.5037764350453172	0.595166163141994	0.4123867069486405	0.46175646443533747	0.4623122000246606	0.007682286344772147	394.0	273.0	389.0	268.0
2.0	0.0001220703125	0.5037764350453172	0.595166163141994	0.4123867069486405	0.44808143408694706	0.44947494054723286	0.007682286344772147	394.0	273.0	389.0	268.0
2.0	0.000244140625	0.5453172205438066	0.7341389728096677	0.3564954682779456	0.5201212110148684	0.516746051805465	0.0978825383469112	486.0	236.0	426.0	176.0
2.0	0.00048828125	0.5687311178247734	0.8534743202416919	0.283987915407855	0.6470368105438979	0.6225541384712949	0.16722884434803698	565.0	188.0	474.0	97.0
2.0	0.0009765625	0.6246223564954683	0.7507552870090635	0.4984894259818731	0.6728009967050319	0.6691670606706361	0.2575752200205542	497.0	330.0	332.0	165.0
2.0	0.001953125	0.6261329305135952	0.6812688821752266	0.5709969788519638	0.6773030549191774	0.674379505139513	0.2538137549841268	451.0	378.0	284.0	211.0
2.0	0.00390625	0.6329305135951662	0.6419939577039275	0.6238670694864048	0.679077180748624	0.6726989928179699	0.2659047168074533	425.0	413.0	249.0	237.0
2.0	0.0078125	0.6427492447129909	0.6374622356495468	0.648036253776435	0.6821610792161443	0.6749657418369399	0.28551445153750876	422.0	429.0	233.0	240.0
2.0	0.015625	0.6404833836858006	0.6344410876132931	0.6465256797583081	0.6846619691313515	0.6741648205558607	0.28098728544243684	420.0	428.0	234.0	242.0
2.0	0.03125	0.6427492447129909	0.6314199395770392	0.6540785498489426	0.6857640948877795	0.6714169433054608	0.28557180692243916	418.0	433.0	229.0	244.0
4.0	3.0517578125e-05	0.5037764350453172	0.595166163141994	0.4123867069486405	0.4759700075756884	0.4703775934850855	0.007682286344772147	394.0	273.0	389.0	268.0
4.0	6.103515625e-05	0.5037764350453172	0.595166163141994	0.4123867069486405	0.4758467885470195	0.47245449722258037	0.007682286344772147	394.0	273.0	389.0	268.0
4.0	0.0001220703125	0.5430513595166163	0.7371601208459214	0.34894259818731116	0.4997216162685627	0.5317509846395942	0.093430696923196	488.0	231.0	431.0	174.0
4.0	0.000244140625	0.56797583081571	0.850453172205438	0.2854984894259819	0.6571407708947526	0.6394275083532088	0.16476554068640506	563.0	189.0	473.0	99.0
4.0	0.00048828125	0.6253776435045317	0.7477341389728097	0.5030211480362538	0.671566524584478	0.6681744856519612	0.2586184354326487	495.0	333.0	329.0	167.0
4.0	0.0009765625	0.6261329305135952	0.6797583081570997	0.5725075528700906	0.6753749053038947	0.670608341463794	0.2537293713179199	450.0	379.0	283.0	212.0
4.0	0.001953125	0.6329305135951662	0.6404833836858006	0.6253776435045317	0.6803253438723633	0.6741441367018076	0.26589136491710624	424.0	414.0	248.0	238.0
4.0	0.00390625	0.648036253776435	0.6374622356495468	0.6586102719033232	0.6799773642080668	0.6733200257523181	0.2961387374200071	422.0	436.0	226.0	240.0
4.0	0.0078125	0.6457703927492447	0.6419939577039275	0.649546827794562	0.6820606785261178	0.6748039841904924	0.29154910144974844	425.0	430.0	232.0	237.0
4.0	0.015625	0.6412386706948641	0.6253776435045317	0.6570996978851964	0.6850829674793038	0.6720257519654671	0.28261957562841217	414.0	435.0	227.0	248.0
4.0	0.03125	0.6397280966767371	0.6404833836858006	0.6389728096676737	0.678963089055412	0.6613973698794934	0.27945651219032275	424.0	423.0	239.0	238.0
8.0	3.0517578125e-05	0.5037764350453172	0.595166163141994	0.4123867069486405	0.4698444245671361	0.48492755737929966	0.007682286344772147	394.0	273.0	389.0	268.0
8.0	6.103515625e-05	0.5430513595166163	0.7371601208459214	0.34894259818731116	0.5506338934474859	0.5460560890090227	0.093430696923196	488.0	231.0	431.0	174.0
8.0	0.0001220703125	0.5672205438066465	0.8474320241691843	0.28700906344410876	0.6536415786639407	0.6423283188855252	0.16232796768104843	561.0	190.0	472.0	101.0
8.0	0.000244140625	0.6231117824773413	0.7416918429003021	0.5045317220543807	0.6731615264555818	0.6683000606426104	0.25345447553725353	491.0	334.0	328.0	171.0
8.0	0.00048828125	0.6246223564954683	0.6782477341389728	0.5709969788519638	0.6745762634514105	0.6711514154205784	0.25069069621231604	449.0	378.0	284.0	213.0
8.0	0.0009765625	0.6344410876132931	0.6435045317220544	0.6253776435045317	0.6783184709887643	0.6711925958666041	0.26892636131662895	426.0	414.0	248.0	236.0
8.0	0.001953125	0.6457703927492447	0.6404833836858006	0.6510574018126888	0.6772094997307436	0.6719188487548174	0.2915570854324825	424.0	431.0	231.0	238.0
8.0	0.00390625	0.6450151057401813	0.6359516616314199	0.6540785498489426	0.6805158770000274	0.6720596678107301	0.2900778728808582	421.0	433.0	229.0	241.0
8.0	0.0078125	0.648036253776435	0.6359516616314199	0.6601208459214502	0.6826630826662773	0.668166489814671	0.29615902075626965	421.0	437.0	225.0	241.0
8.0	0.015625	0.6382175226586103	0.6299093655589124	0.6465256797583081	0.6801850110897125	0.6620974261893005	0.2764732153417985	417.0	428.0	234.0	245.0
8.0	0.03125	0.6344410876132931	0.6450151057401813	0.6238670694864048	0.6659623406139046	0.6436902525361019	0.26894232275898605	427.0	413.0	249.0	235.0
16.0	3.0517578125e-05	0.5438066465256798	0.7386706948640483	0.34894259818731116	0.4992698131634431	0.5030957944453854	0.09513567356142608	489.0	231.0	431.0	173.0
16.0	6.103515625e-05	0.5664652567975831	0.8474320241691843	0.2854984894259819	0.6479278666678836	0.6331114326612214	0.1607027852271097	561.0	189.0	473.0	101.0
16.0	0.0001220703125	0.622356495468278	0.7401812688821753	0.5045317220543807	0.6719133633318425	0.6681743011545132	0.2518042780325196	490.0	334.0	328.0	172.0
16.0	0.000244140625	0.6246223564954683	0.676737160120846	0.5725075528700906	0.6763230072744864	0.6724817407066748	0.2506097187188275	448.0	379.0	283.0	214.0
16.0	0.00048828125	0.6351963746223565	0.6450151057401813	0.6253776435045317	0.6787611467584268	0.6727538803860109	0.2704449000959375	427.0	414.0	248.0	235.0
16.0	0.0009765625	0.6435045317220544	0.6419939577039275	0.6450151057401813	0.6762465658400343	0.669143829479826	0.2870103732670758	425.0	427.0	235.0	237.0
16.0	0.001953125	0.6419939577039275	0.6329305135951662	0.6510574018126888	0.6781267969441681	0.671453232170946	0.28403458386250696	419.0	431.0	231.0	243.0
16.0	0.00390625	0.6487915407854985	0.6389728096676737	0.6586102719033232	0.6787497375891056	0.6656755800552874	0.2976404766418977	423.0	436.0	226.0	239.0
16.0	0.0078125	0.6427492447129909	0.6283987915407855	0.6570996978851964	0.6807737242266865	0.6628299471386202	0.28561615067476614	416.0	435.0	227.0	246.0
16.0	0.015625	0.6329305135951662	0.6374622356495468	0.6283987915407855	0.6697479029946787	0.6489529287382767	0.265871947575647	422.0	416.0	246.0	240.0
16.0	0.03125	0.6117824773413897	0.6253776435045317	0.5981873111782477	0.6357816650085341	0.6163501179133257	0.22364764290471734	414.0	396.0	266.0	248.0
32.0	3.0517578125e-05	0.5672205438066465	0.8474320241691843	0.28700906344410876	0.6503066784713539	0.6371458980664009	0.16232796768104843	561.0	190.0	472.0	101.0
32.0	6.103515625e-05	0.622356495468278	0.7401812688821753	0.5045317220543807	0.6723412071813875	0.6662055915404534	0.2518042780325196	490.0	334.0	328.0	172.0
32.0	0.0001220703125	0.6246223564954683	0.676737160120846	0.5725075528700906	0.6759293909329049	0.6723614768383481	0.2506097187188275	448.0	379.0	283.0	214.0
32.0	0.000244140625	0.6344410876132931	0.6450151057401813	0.6238670694864048	0.6790748989147599	0.6720561899914901	0.26894232275898605	427.0	413.0	249.0	235.0
32.0	0.00048828125	0.6419939577039275	0.6404833836858006	0.6435045317220544	0.6762545522585591	0.6693690467083699	0.2839892114432118	424.0	426.0	236.0	238.0
32.0	0.0009765625	0.6404833836858006	0.6329305135951662	0.648036253776435	0.6744895537645695	0.6672355740532823	0.2809988288328509	419.0	429.0	233.0	243.0
32.0	0.001953125	0.648036253776435	0.6344410876132931	0.6616314199395771	0.6775312383056016	0.6660883594627761	0.2961820135765175	420.0	438.0	224.0	242.0
32.0	0.00390625	0.6465256797583081	0.6253776435045317	0.6676737160120846	0.6806801690382527	0.664380477689651	0.29331383999434285	414.0	442.0	220.0	248.0
32.0	0.0078125	0.6329305135951662	0.6314199395770392	0.6344410876132931	0.6705511085148913	0.6520541041262489	0.2658622405000281	418.0	420.0	242.0	244.0
32.0	0.015625	0.6268882175226587	0.6389728096676737	0.6148036253776435	0.648967241993045	0.6218421933770524	0.2538505892196597	423.0	407.0	255.0	239.0
32.0	0.03125	0.6034743202416919	0.6178247734138973	0.5891238670694864	0.6250444957603527	0.6048761041752839	0.20703392932509504	409.0	390.0	272.0	253.0
64.0	3.0517578125e-05	0.622356495468278	0.7401812688821753	0.5045317220543807	0.671471828479112	0.6654876805004692	0.2518042780325196	490.0	334.0	328.0	172.0
64.0	6.103515625e-05	0.6246223564954683	0.676737160120846	0.5725075528700906	0.6768113197214337	0.674097660144537	0.2506097187188275	448.0	379.0	283.0	214.0
64.0	0.0001220703125	0.6344410876132931	0.6450151057401813	0.6238670694864048	0.6789482571352945	0.6732980064648423	0.26894232275898605	427.0	413.0	249.0	235.0
64.0	0.000244140625	0.6419939577039275	0.6404833836858006	0.6435045317220544	0.6760001277826964	0.6692242072577487	0.2839892114432118	424.0	426.0	236.0	238.0
64.0	0.00048828125	0.6404833836858006	0.6299093655589124	0.6510574018126888	0.6738232582762114	0.6671545924987623	0.2810296181638843	417.0	431.0	231.0	245.0
64.0	0.0009765625	0.6450151057401813	0.6374622356495468	0.6525679758308157	0.6752585317768184	0.6634692745363491	0.2900633071822977	422.0	432.0	230.0	240.0
64.0	0.001953125	0.649546827794562	0.6299093655589124	0.6691842900302115	0.6767314555361853	0.6595506059546833	0.2993246017295046	417.0	443.0	219.0	245.0
64.0	0.00390625	0.6404833836858006	0.6329305135951662	0.648036253776435	0.672089064539389	0.6511148265581734	0.2809988288328509	419.0	429.0	233.0	243.0
64.0	0.0078125	0.6359516616314199	0.6404833836858006	0.6314199395770392	0.6593895181679613	0.629586932674373	0.2719144918387299	424.0	418.0	244.0	238.0
64.0	0.015625	0.6049848942598187	0.6087613293051359	0.6012084592145015	0.6235989540073567	0.6009067715546358	0.20997577772805717	403.0	398.0	264.0	259.0
64.0	0.03125	0.6012084592145015	0.6117824773413897	0.5906344410876133	0.6265573516123437	0.6086533977161387	0.20246219803204568	405.0	391.0	271.0	257.0
128.0	3.0517578125e-05	0.6246223564954683	0.676737160120846	0.5725075528700906	0.6751353127481494	0.6713850742818902	0.2506097187188275	448.0	379.0	283.0	214.0
128.0	6.103515625e-05	0.6344410876132931	0.6465256797583081	0.622356495468278	0.678763428592291	0.6726490953576755	0.2689607433398776	428.0	412.0	250.0	234.0
128.0	0.0001220703125	0.6435045317220544	0.6450151057401813	0.6419939577039275	0.675957913856208	0.6698703784923287	0.2870103732670758	427.0	425.0	237.0	235.0
128.0	0.000244140625	0.6404833836858006	0.6329305135951662	0.648036253776435	0.6729721342448499	0.6654111072888671	0.2809988288328509	419.0	429.0	233.0	243.0
128.0	0.00048828125	0.6435045317220544	0.6374622356495468	0.649546827794562	0.6732436724746945	0.6637350031632865	0.28703002276377954	422.0	430.0	232.0	240.0
128.0	0.0009765625	0.649546827794562	0.6359516616314199	0.6631419939577039	0.6719384635043492	0.6553594202628077	0.29920427902117586	421.0	439.0	223.0	241.0
128.0	0.001953125	0.6374622356495468	0.6178247734138973	0.6570996978851964	0.6713417639488504	0.650787561571395	0.2751367551251002	409.0	435.0	227.0	253.0
128.0	0.00390625	0.6261329305135952	0.620845921450151	0.6314199395770392	0.66247798030321	0.6352558957952458	0.25227996511515327	411.0	418.0	244.0	251.0
128.0	0.0078125	0.6125377643504532	0.6117824773413897	0.6132930513595166	0.6407115670722245	0.610755453783353	0.2250757854938275	405.0	406.0	256.0	257.0
128.0	0.015625	0.5883685800604229	0.5981873111782477	0.5785498489425982	0.6143278630169495	0.5909057846308818	0.17677124754874127	396.0	383.0	279.0	266.0
128.0	0.03125	0.6012084592145015	0.6117824773413897	0.5906344410876133	0.6258283056927191	0.6077210640092556	0.20246219803204568	405.0	391.0	271.0	257.0
256.0	3.0517578125e-05	0.6336858006042296	0.6450151057401813	0.622356495468278	0.6772174861492685	0.6706226765596146	0.26744026362577633	427.0	412.0	250.0	235.0
256.0	6.103515625e-05	0.6427492447129909	0.6450151057401813	0.6404833836858006	0.6758654995847062	0.6693053360493597	0.2855014210416819	427.0	424.0	238.0	235.0
256.0	0.0001220703125	0.6404833836858006	0.6344410876132931	0.6465256797583081	0.6717764532999881	0.6630781530877301	0.28098728544243684	420.0	428.0	234.0	242.0
256.0	0.000244140625	0.6435045317220544	0.6359516616314199	0.6510574018126888	0.6723092615072881	0.6613128778439699	0.2870418143991488	421.0	431.0	231.0	241.0
256.0	0.00048828125	0.648036253776435	0.6374622356495468	0.6586102719033232	0.6714820967315012	0.658018475197376	0.2961387374200071	422.0	436.0	226.0	240.0
256.0	0.0009765625	0.648036253776435	0.6329305135951662	0.6631419939577039	0.6689812068162941	0.6493875437151633	0.29620771777289195	419.0	439.0	223.0	243.0
256.0	0.001953125	0.6306646525679759	0.6238670694864048	0.6374622356495468	0.6630575661047271	0.6384159119056301	0.26135345904160784	413.0	422.0	240.0	249.0
256.0	0.00390625	0.622356495468278	0.620845921450151	0.6238670694864048	0.6493277717435948	0.6256229396035737	0.2447141077329804	411.0	413.0	249.0	251.0
256.0	0.0078125	0.5929003021148036	0.5891238670694864	0.5966767371601208	0.615711795255611	0.5898371882964607	0.18580590403274125	390.0	395.0	267.0	272.0
256.0	0.015625	0.5898791540785498	0.5981873111782477	0.581570996978852	0.6140551838701727	0.5919984331711773	0.17978312910204383	396.0	385.0	277.0	266.0
256.0	0.03125	0.6012084592145015	0.6117824773413897	0.5906344410876133	0.6257860917662307	0.6042899964905506	0.20246219803204568	405.0	391.0	271.0	257.0
512.0	3.0517578125e-05	0.6427492447129909	0.6435045317220544	0.6419939577039275	0.676149587900804	0.6701637625003394	0.28549881515659997	426.0	425.0	237.0	236.0
512.0	6.103515625e-05	0.6412386706948641	0.6359516616314199	0.6465256797583081	0.6716463887697265	0.6638017896490529	0.2824931345900219	421.0	428.0	234.0	241.0
512.0	0.0001220703125	0.6427492447129909	0.6374622356495468	0.648036253776435	0.6706823139620851	0.660628892542318	0.28551445153750876	422.0	429.0	233.0	240.0
512.0	0.000244140625	0.6412386706948641	0.6268882175226587	0.6555891238670695	0.6701460830039887	0.6565352860856786	0.28259375754593263	415.0	434.0	228.0	247.0
512.0	0.00048828125	0.648036253776435	0.6359516616314199	0.6601208459214502	0.6686754410784859	0.6474439712613047	0.29615902075626965	421.0	437.0	225.0	241.0
512.0	0.0009765625	0.6261329305135952	0.6102719033232629	0.6419939577039275	0.6627426730314618	0.6337332683587269	0.2523928830478333	404.0	425.0	237.0	258.0
512.0	0.001953125	0.6299093655589124	0.6299093655589124	0.6299093655589124	0.6551715482699136	0.6282224094962516	0.2598187311178248	417.0	417.0	245.0	245.0
512.0	0.00390625	0.5996978851963746	0.6027190332326284	0.5966767371601208	0.6279515521033944	0.5999382091609068	0.1993994103965903	399.0	395.0	267.0	263.0
512.0	0.0078125	0.5823262839879154	0.5800604229607251	0.5845921450151057	0.6089016620877867	0.5839577227419891	0.16465425869599645	384.0	387.0	275.0	278.0
512.0	0.015625	0.5898791540785498	0.5981873111782477	0.581570996978852	0.6152828104891339	0.5940006334718586	0.17978312910204383	396.0	385.0	277.0	266.0
512.0	0.03125	0.6012084592145015	0.6117824773413897	0.5906344410876133	0.624989731747611	0.6052584425042873	0.20246219803204568	405.0	391.0	271.0	257.0
1024.0	3.0517578125e-05	0.6412386706948641	0.6374622356495468	0.6450151057401813	0.6715870610892563	0.6636217328238221	0.282485398814005	422.0	427.0	235.0	240.0
1024.0	6.103515625e-05	0.6404833836858006	0.6359516616314199	0.6450151057401813	0.669330327397523	0.6585869371884726	0.28097830823335423	421.0	427.0	235.0	241.0
1024.0	0.0001220703125	0.6412386706948641	0.6268882175226587	0.6555891238670695	0.667155739724902	0.6521010566290385	0.28259375754593263	415.0	434.0	228.0	247.0
1024.0	0.000244140625	0.6510574018126888	0.6359516616314199	0.6661631419939577	0.6662817973548981	0.6448461049425938	0.3022527732376448	421.0	441.0	221.0	241.0
1024.0	0.00048828125	0.6336858006042296	0.6132930513595166	0.6540785498489426	0.6619520175975029	0.6364082454917493	0.2675942595996876	406.0	433.0	229.0	256.0
1024.0	0.0009765625	0.629154078549849	0.6268882175226587	0.6314199395770392	0.6550403428227197	0.6275736239118248	0.2583108095139027	415.0	418.0	244.0	247.0
1024.0	0.001953125	0.6095166163141994	0.5996978851963746	0.6193353474320241	0.6412706163689634	0.6103833201440871	0.21907547773134603	397.0	410.0	252.0	265.0
